,PLAYER_ID,full_name,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1728,Roshown McLeod,1998-99,00,1610612737,ATL,23.0,34,0,348.0,62,163,0.38,1,10,0.1,37,45,0.822,12,38,50.0,14,2,1,23,24,162
1,1728,Roshown McLeod,1999-00,00,1610612737,ATL,24.0,44,20,860.0,131,332,0.395,2,13,0.154,54,70,0.771,41,97,138.0,52,16,5,59,84,318
2,1728,Roshown McLeod,2000-01,00,1610612737,ATL,25.0,34,25,903.0,144,330,0.436,2,21,0.095,45,51,0.882,37,81,118.0,58,23,8,57,88,335
3,1728,Roshown McLeod,2000-01,00,1610612755,PHI,25.0,1,0,15.0,1,2,0.5,0,1,0.0,0,0,0.0,1,1,2.0,0,0,0,1,2,2
4,1728,Roshown McLeod,2000-01,00,0,TOT,25.0,35,25,918.0,145,332,0.437,2,22,0.091,45,51,0.882,38,82,120.0,58,23,8,58,90,337
0,77551,Jack McMahon,1952-53,00,1610612758,ROC,24.0,70,,1665.0,176,534,0.33,,,,155,236,0.657,,,183.0,186,,,,253,507
1,77551,Jack McMahon,1953-54,00,1610612758,ROC,25.0,71,,1891.0,250,691,0.362,,,,211,303,0.696,,,211.0,238,,,,221,711
2,77551,Jack McMahon,1954-55,00,1610612758,ROC,26.0,72,,1807.0,251,721,0.348,,,,143,225,0.636,,,211.0,246,,,,179,645
3,77551,Jack McMahon,1955-56,00,1610612737,STL,27.0,70,,1713.0,202,615,0.328,,,,110,185,0.595,,,180.0,222,,,,170,514
4,77551,Jack McMahon,1956-57,00,1610612737,STL,28.0,72,,2344.0,239,725,0.33,,,,142,225,0.631,,,222.0,367,,,,213,620
5,77551,Jack McMahon,1957-58,00,1610612737,STL,29.0,72,,2239.0,216,719,0.3,,,,134,221,0.606,,,195.0,333,,,,184,566
6,77551,Jack McMahon,1958-59,00,1610612737,STL,30.0,72,,2235.0,248,692,0.358,,,,96,156,0.615,,,164.0,298,,,,221,592
7,77551,Jack McMahon,1959-60,00,1610612737,STL,31.0,25,,334.0,33,93,0.355,,,,16,29,0.552,,,24.0,49,,,,42,82
0,203,Nate McMillan,1986-87,00,1610612760,SEA,22.0,71,50,1972.0,143,301,0.475,0,7,0.0,87,141,0.617,101,230,331.0,583,125,45,155,238,373
1,203,Nate McMillan,1987-88,00,1610612760,SEA,23.0,82,82,2453.0,235,496,0.474,9,24,0.375,145,205,0.707,117,221,338.0,702,169,47,189,238,624
2,203,Nate McMillan,1988-89,00,1610612760,SEA,24.0,75,74,2341.0,199,485,0.41,15,70,0.214,119,189,0.63,143,245,388.0,696,156,42,211,236,532
3,203,Nate McMillan,1989-90,00,1610612760,SEA,25.0,82,69,2338.0,207,438,0.473,11,31,0.355,98,153,0.641,127,276,403.0,598,140,37,187,289,523
4,203,Nate McMillan,1990-91,00,1610612760,SEA,26.0,78,0,1434.0,132,305,0.433,17,48,0.354,57,93,0.613,71,180,251.0,371,104,20,122,211,338
5,203,Nate McMillan,1991-92,00,1610612760,SEA,27.0,72,30,1652.0,177,405,0.437,27,98,0.276,54,84,0.643,92,160,252.0,359,129,29,112,218,435
6,203,Nate McMillan,1992-93,00,1610612760,SEA,28.0,73,25,1977.0,213,459,0.464,25,65,0.385,95,134,0.709,84,222,306.0,384,173,33,139,240,546
7,203,Nate McMillan,1993-94,00,1610612760,SEA,29.0,73,8,1887.0,177,396,0.447,52,133,0.391,31,55,0.564,50,233,283.0,387,216,22,126,201,437
8,203,Nate McMillan,1994-95,00,1610612760,SEA,30.0,80,18,2070.0,166,397,0.418,53,155,0.342,34,58,0.586,65,237,302.0,421,165,53,126,275,419
9,203,Nate McMillan,1995-96,00,1610612760,SEA,31.0,55,14,1261.0,100,238,0.42,46,121,0.38,29,41,0.707,41,169,210.0,197,95,18,75,143,275
10,203,Nate McMillan,1996-97,00,1610612760,SEA,32.0,37,2,802.0,61,149,0.409,28,84,0.333,19,29,0.655,15,103,118.0,140,58,6,32,78,169
11,203,Nate McMillan,1997-98,00,1610612760,SEA,33.0,18,1,279.0,23,67,0.343,15,34,0.441,1,1,1.0,13,27,40.0,55,14,4,12,41,62
0,77553,Tom McMillen,1975-76,00,1610612746,BUF,24.0,50,,708.0,96,222,0.432,,,,41,54,0.759,64,122,186.0,69,7,6,,87,233
1,77553,Tom McMillen,1976-77,00,1610612746,BUF,25.0,20,,270.0,45,92,0.489,,,,26,36,0.722,29,43,72.0,16,1,2,,29,116
2,77553,Tom McMillen,1976-77,00,1610612752,NYK,25.0,56,,1222.0,229,471,0.486,,,,70,87,0.805,85,232,317.0,51,10,4,,134,528
3,77553,Tom McMillen,1976-77,00,0,TOT,25.0,76,,1492.0,274,563,0.487,,,,96,123,0.78,114,275,389.0,67,11,6,,163,644
4,77553,Tom McMillen,1977-78,00,1610612737,ATL,26.0,68,,1683.0,280,568,0.493,,,,116,145,0.8,151,265,416.0,84,33,16,109.0,233,676
5,77553,Tom McMillen,1978-79,00,1610612737,ATL,27.0,82,,1392.0,232,498,0.466,,,,106,119,0.891,131,201,332.0,69,15,32,87.0,211,570
6,77553,Tom McMillen,1979-80,00,1610612737,ATL,28.0,53,,1071.0,191,382,0.5,0.0,1.0,0.0,81,107,0.757,70,150,220.0,62,36,14,64.0,126,463
7,77553,Tom McMillen,1980-81,00,1610612737,ATL,29.0,79,,1564.0,253,519,0.487,1.0,6.0,0.167,80,108,0.741,96,199,295.0,72,23,25,81.0,165,587
8,77553,Tom McMillen,1981-82,00,1610612737,ATL,30.0,73,23.0,1792.0,291,572,0.509,1.0,3.0,0.333,140,170,0.824,102,234,336.0,129,25,23,124.0,202,723
9,77553,Tom McMillen,1982-83,00,1610612737,ATL,31.0,61,4.0,1364.0,198,424,0.467,0.0,1.0,0.0,108,133,0.812,57,160,217.0,76,17,24,80.0,143,504
10,77553,Tom McMillen,1983-84,00,1610612764,WAS,32.0,62,5.0,1294.0,222,447,0.497,1.0,6.0,0.167,127,156,0.814,64,135,199.0,73,14,17,70.0,162,572
11,77553,Tom McMillen,1984-85,00,1610612764,WAS,33.0,69,21.0,1547.0,252,534,0.472,0.0,5.0,0.0,112,135,0.83,64,146,210.0,52,8,17,44.0,163,616
12,77553,Tom McMillen,1985-86,00,1610612764,WAS,34.0,56,1.0,863.0,131,285,0.46,0.0,1.0,0.0,64,79,0.81,44,69,113.0,35,9,10,34.0,85,326
0,77554,Jim McMillian,1970-71,00,1610612747,LAL,23.0,81,,1747.0,289,629,0.459,,,,100,130,0.769,,,330.0,133,,,,122,678
1,77554,Jim McMillian,1971-72,00,1610612747,LAL,24.0,80,,3050.0,642,1331,0.482,,,,219,277,0.791,,,522.0,209,,,,209,1503
2,77554,Jim McMillian,1972-73,00,1610612747,LAL,25.0,81,,2953.0,655,1431,0.458,,,,223,264,0.845,,,447.0,221,,,,176,1533
3,77554,Jim McMillian,1973-74,00,1610612746,BUF,26.0,82,,3322.0,600,1214,0.494,,,,325,379,0.858,216.0,394.0,610.0,256,129.0,26.0,,186,1525
4,77554,Jim McMillian,1974-75,00,1610612746,BUF,27.0,62,,2132.0,347,695,0.499,,,,194,231,0.84,127.0,258.0,385.0,156,69.0,15.0,,129,888
5,77554,Jim McMillian,1975-76,00,1610612746,BUF,28.0,74,,2610.0,492,918,0.536,,,,188,219,0.858,134.0,256.0,390.0,205,88.0,14.0,,141,1172
6,77554,Jim McMillian,1976-77,00,1610612752,NYK,29.0,67,,2158.0,298,642,0.464,,,,67,86,0.779,66.0,241.0,307.0,139,63.0,5.0,,103,663
7,77554,Jim McMillian,1977-78,00,1610612752,NYK,30.0,81,,1977.0,288,623,0.462,,,,115,134,0.858,80.0,209.0,289.0,205,76.0,17.0,104.0,116,691
8,77554,Jim McMillian,1978-79,00,1610612757,POR,31.0,23,,278.0,33,74,0.446,,,,17,21,0.81,16.0,23.0,39.0,33,10.0,3.0,16.0,18,83
0,77555,Shellie McMillon,1958-59,00,1610612765,DET,23.0,48,,700.0,127,289,0.439,,,,55,104,0.529,,,285.0,26,,,,110,309
1,77555,Shellie McMillon,1959-60,00,1610612765,DET,24.0,75,,1416.0,267,627,0.426,,,,132,199,0.663,,,431.0,49,,,,198,666
2,77555,Shellie McMillon,1960-61,00,1610612765,DET,25.0,78,,1636.0,322,752,0.428,,,,140,201,0.697,,,487.0,98,,,,238,784
3,77555,Shellie McMillon,1961-62,00,1610612737,STL,26.0,62,,1225.0,265,591,0.448,,,,108,182,0.593,,,368.0,59,,,,202,638
0,77556,Mal McMullan,1949-50,00,1610610030,INO,22.0,58,,,123,380,0.324,,,,77,141,0.546,,,,87,,,,212,323
1,77556,Mal McMullan,1950-51,00,1610610030,INO,23.0,51,,,78,277,0.282,,,,48,82,0.585,,,128.0,33,,,,109,204
0,77557,Chet McNabb,1947-48,00,1610610024,BAL,43.0,2,,,0,1,0.0,,,,0,0,,,,,0,,,,1,0
0,77558,Mark McNamara,1982-83,00,1610612755,PHL,24.0,36,2,182.0,29,64,0.453,0,0,0.0,20,45,0.444,34,42,76,7,3,3,36,42,78
1,77558,Mark McNamara,1983-84,00,1610612759,SAN,25.0,70,3,1037.0,157,253,0.621,0,0,0.0,74,157,0.471,137,180,317,31,14,12,89,138,388
2,77558,Mark McNamara,1984-85,00,1610612759,SAN,26.0,12,0,63.0,12,18,0.667,0,0,0.0,9,18,0.5,7,10,17,0,2,1,6,5,33
3,77558,Mark McNamara,1984-85,00,1610612758,KCK,26.0,33,0,210.0,28,58,0.483,0,0,0.0,23,44,0.523,24,33,57,6,5,7,13,22,79
4,77558,Mark McNamara,1984-85,00,0,TOT,26.0,45,0,273.0,40,76,0.526,0,0,,32,62,0.516,31,43,74,6,7,8,19,27,112
5,77558,Mark McNamara,1986-87,00,1610612755,PHL,28.0,11,1,113.0,14,30,0.467,0,0,0.0,7,19,0.368,17,19,36,2,1,0,8,17,35
6,77558,Mark McNamara,1987-88,00,1610612755,PHL,29.0,42,18,581.0,52,133,0.391,0,0,0.0,48,66,0.727,66,91,157,18,4,12,26,67,152
7,77558,Mark McNamara,1988-89,00,1610612747,LAL,30.0,39,0,318.0,32,64,0.5,0,0,0.0,49,78,0.628,38,62,100,10,4,3,24,51,113
8,77558,Mark McNamara,1989-90,00,1610612747,LAL,31.0,33,1,190.0,38,86,0.442,0,0,0.0,26,40,0.65,22,41,63,3,2,1,21,31,102
9,77558,Mark McNamara,1990-91,00,1610612753,ORL,32.0,2,0,13.0,0,1,0.0,0,0,0.0,0,0,0.0,0,4,4,0,0,0,0,1,0
0,77559,Joe McNamee,1950-51,00,1610612758,ROC,24.0,60,,,48,167,0.287,,,,27,42,0.643,,,101,18,,,,88,123
1,77559,Joe McNamee,1951-52,00,1610610024,BAL,25.0,58,,695.0,68,222,0.306,,,,30,50,0.6,,,137,40,,,,108,166
0,202077,Jerel McNeal,2014-15,00,1610612756,PHX,28.0,6,0,36.0,3,11,0.273,1,2,0.5,2,2,1.0,0,3,3,2,3,1,5,5,9
0,77560,Chris McNealy,1985-86,00,1610612752,NYK,24.0,30,6,627.0,70,144,0.486,0,0,,31,47,0.66,62,141,203,41,38,12,35,88,171
1,77560,Chris McNealy,1986-87,00,1610612752,NYK,25.0,59,16,972.0,88,179,0.492,0,0,0.0,52,80,0.65,74,153,227,46,36,16,64,136,228
2,77560,Chris McNealy,1987-88,00,1610612752,NYK,26.0,19,0,265.0,23,74,0.311,0,0,0.0,21,31,0.677,24,40,64,23,16,2,17,50,67
0,77562,Bob McNeill,1960-61,00,1610612752,NYK,22.0,75,,1387.0,166,427,0.389,,,,105,126,0.833,,,123,238,,,,148,437
1,77562,Bob McNeill,1961-62,00,1610612747,LAL,23.0,50,,441.0,56,136,0.412,,,,26,34,0.765,,,56,89,,,,56,138
0,77561,Larry McNeill,1973-74,00,1610612758,KCK,23.0,54,,516.0,106,220,0.482,,,,99,140,0.707,60,86,146,24,35,6,,76,311
1,77561,Larry McNeill,1974-75,00,1610612758,KCK,24.0,80,,1749.0,296,645,0.459,,,,189,241,0.784,149,348,497,73,69,27,,229,781
2,77561,Larry McNeill,1975-76,00,1610612758,KCK,25.0,82,,1613.0,295,610,0.484,,,,207,273,0.758,157,353,510,72,51,32,,244,797
3,77561,Larry McNeill,1976-77,00,1610612744,GOS,26.0,16,,137.0,29,61,0.475,,,,28,31,0.903,18,31,49,3,6,1,,19,86
4,77561,Larry McNeill,1976-77,00,1610612751,NYN,26.0,8,,93.0,18,51,0.353,,,,24,30,0.8,10,16,26,3,4,1,,13,60
5,77561,Larry McNeill,1976-77,00,0,TOT,26.0,24,,230.0,47,112,0.42,,,,52,61,0.852,28,47,75,6,10,2,,32,146
6,77561,Larry McNeill,1977-78,00,1610612744,GOS,27.0,9,,67.0,6,18,0.333,,,,15,19,0.789,2,12,14,2,0,1,7.0,14,27
7,77561,Larry McNeill,1977-78,00,1610612746,BUF,27.0,37,,873.0,156,338,0.462,,,,130,156,0.833,78,110,188,45,18,10,60.0,100,442
8,77561,Larry McNeill,1977-78,00,0,TOT,27.0,46,,940.0,162,356,0.455,,,,145,175,0.829,80,122,202,47,18,11,67.0,114,469
9,77561,Larry McNeill,1978-79,00,1610612765,DET,28.0,11,,46.0,9,20,0.45,,,,11,12,0.917,3,7,10,3,0,0,4.0,7,29
0,77563,Carl McNulty,1954-55,00,1610612737,MIH,25.0,1,,14.0,1,6,0.167,,,,0,0,,,,0,0,,,,1,2
0,2101,Paul McPherson,2000-01,00,1610612756,PHX,22.0,33,0,307.0,47,96,0.49,0,6,0.0,18,24,0.75,20,28,48,16,12,3,23,48,112
1,2101,Paul McPherson,2000-01,00,1610612744,GSW,22.0,22,0,286.0,62,120,0.517,2,6,0.333,24,34,0.706,20,11,31,22,13,1,24,32,150
2,2101,Paul McPherson,2000-01,00,0,TOT,22.0,55,0,593.0,109,216,0.505,2,12,0.167,42,58,0.724,40,39,79,38,25,4,47,80,262
0,77565,Cozell McQueen,1986-87,00,1610612765,DET,25.0,3,0,7.0,3,3,1.0,0,0,0.0,0,0,0.0,3,5,8,0,0,1,0,1,6
0,203895,Jordan McRae,2015-16,00,1610612756,PHX,25.0,7,0,82.0,11,26,0.423,3,11,0.273,12,15,0.8,2,6,8,10,3,0,6,7,37
1,203895,Jordan McRae,2015-16,00,1610612739,CLE,25.0,15,1,113.0,23,52,0.442,7,11,0.636,9,13,0.692,2,10,12,15,0,1,9,10,62
2,203895,Jordan McRae,2015-16,00,0,TOT,25.0,22,1,196.0,34,78,0.436,10,22,0.455,21,28,0.75,4,16,20,25,3,1,15,17,99
3,203895,Jordan McRae,2016-17,00,1610612739,CLE,26.0,37,4,384.0,58,150,0.387,18,51,0.353,27,34,0.794,6,35,41,19,8,6,14,31,161
4,203895,Jordan McRae,2018-19,00,1610612764,WAS,28.0,27,0,333.0,61,130,0.469,10,35,0.286,28,35,0.8,6,34,40,30,13,7,15,26,160
5,203895,Jordan McRae,2019-20,00,1610612764,WAS,29.0,29,4,654.0,133,317,0.42,40,106,0.377,64,83,0.771,17,87,104,82,19,15,38,61,370
6,203895,Jordan McRae,2019-20,00,1610612743,DEN,29.0,4,0,32.0,2,6,0.333,2,4,0.5,3,4,0.75,1,4,5,4,2,1,0,2,9
7,203895,Jordan McRae,2019-20,00,1610612765,DET,29.0,4,0,98.0,14,43,0.326,3,16,0.188,16,22,0.727,0,15,15,7,0,0,5,10,47
8,203895,Jordan McRae,2019-20,00,0,TOT,29.0,37,4,785.0,149,366,0.407,45,126,0.357,83,109,0.761,18,106,124,93,21,16,43,73,426
0,77566,Thales McReynolds,1965-66,00,1610612764,BLT,23.0,5,,28.0,1,12,0.083,,,,1,2,0.5,,,6,1,,,,0,3
0,201177,Josh McRoberts,2007-08,00,1610612757,POR,21.0,8,0,28.0,6,10,0.6,0,1,0.0,0,0,0.0,2,8,10,2,1,0,2,1,12
1,201177,Josh McRoberts,2008-09,00,1610612754,IND,22.0,33,0,279.0,35,83,0.422,0,10,0.0,10,13,0.769,26,48,74,16,12,16,12,41,80
2,201177,Josh McRoberts,2009-10,00,1610612754,IND,23.0,42,3,524.0,76,146,0.521,8,23,0.348,19,38,0.5,40,87,127,44,17,16,19,74,179
3,201177,Josh McRoberts,2010-11,00,1610612754,IND,24.0,72,51,1597.0,211,386,0.547,23,60,0.383,88,119,0.739,109,273,382,150,47,57,93,165,533
4,201177,Josh McRoberts,2011-12,00,1610612747,LAL,25.0,50,6,718.0,56,118,0.475,3,7,0.429,23,36,0.639,61,110,171,51,15,18,31,74,138
5,201177,Josh McRoberts,2012-13,00,1610612753,ORL,26.0,41,3,685.0,60,153,0.392,17,55,0.309,22,30,0.733,41,96,137,70,10,12,28,65,159
6,201177,Josh McRoberts,2012-13,00,1610612766,CHA,26.0,26,19,802.0,96,190,0.505,7,29,0.241,43,55,0.782,52,136,188,71,22,15,38,66,242
7,201177,Josh McRoberts,2012-13,00,0,TOT,26.0,67,22,1487.0,156,343,0.455,24,84,0.286,65,85,0.765,93,232,325,141,32,27,66,131,401
8,201177,Josh McRoberts,2013-14,00,1610612766,CHA,27.0,78,78,2360.0,247,566,0.436,105,291,0.361,62,85,0.729,85,288,373,333,58,46,83,189,661
9,201177,Josh McRoberts,2014-15,00,1610612748,MIA,28.0,17,4,296.0,28,53,0.528,8,19,0.421,8,13,0.615,7,38,45,33,12,3,22,41,72
10,201177,Josh McRoberts,2015-16,00,1610612748,MIA,29.0,42,1,595.0,55,148,0.372,12,49,0.245,28,40,0.7,22,83,105,81,18,7,30,68,150
11,201177,Josh McRoberts,2016-17,00,1610612748,MIA,30.0,22,14,381.0,44,118,0.373,13,31,0.419,6,9,0.667,23,51,74,50,10,4,23,31,107
12,201177,Josh McRoberts,2017-18,00,1610612742,DAL,31.0,2,0,6.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0
0,77567,Eric McWilliams,1972-73,00,1610612745,HOU,23.0,44,,245.0,34,98,0.347,,,,18,37,0.486,,,60,5,,,,46,86
0,77568,George Mearns,1946-47,00,1610610032,PRO,25.0,57,,,128,478,0.268,,,,126,175,0.72,,,,35,,,,137,382
1,77568,George Mearns,1947-48,00,1610610032,PRO,26.0,24,,,23,115,0.2,,,,15,31,0.484,,,,10,,,,65,61
0,2098,Slava Medvedenko,2000-01,00,1610612747,LAL,22.0,7,0,37.0,12,25,0.48,1,1,1.0,7,12,0.583,1,8,9,2,1,1,3,9,32
1,2098,Slava Medvedenko,2001-02,00,1610612747,LAL,23.0,71,6,725.0,145,304,0.477,0,4,0.0,41,62,0.661,85,73,158,43,29,11,42,119,331
2,2098,Slava Medvedenko,2002-03,00,1610612747,LAL,24.0,58,10,620.0,112,258,0.434,0,2,0.0,31,43,0.721,66,75,141,18,11,8,37,118,255
3,2098,Slava Medvedenko,2003-04,00,1610612747,LAL,25.0,68,38,1443.0,237,537,0.441,0,3,0.0,89,116,0.767,148,195,343,57,38,18,59,191,563
4,2098,Slava Medvedenko,2004-05,00,1610612747,LAL,26.0,43,4,423.0,71,156,0.455,0,1,0.0,23,28,0.821,31,48,79,13,9,2,13,64,165
5,2098,Slava Medvedenko,2005-06,00,1610612747,LAL,27.0,2,0,6.0,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,1,2
6,2098,Slava Medvedenko,2006-07,00,1610612737,ATL,28.0,14,0,81.0,12,29,0.414,1,2,0.5,17,20,0.85,4,10,14,2,0,2,5,16,42
0,1577,Darnell Mee,1993-94,00,1610612743,DEN,23.0,38,0,285.0,28,88,0.318,5,24,0.208,12,27,0.444,17,18,35,16,15,13,18,34,73
1,1577,Darnell Mee,1994-95,00,1610612743,DEN,24.0,2,0,8.0,1,5,0.2,1,3,0.333,0,0,0.0,0,1,1,2,1,0,0,0,3
0,201975,Jodie Meeks,2009-10,00,1610612749,MIL,22.0,41,0,486.0,64,177,0.362,23,82,0.28,18,21,0.857,5,67,72,22,13,4,20,33,169
1,201975,Jodie Meeks,2009-10,00,1610612755,PHI,22.0,19,0,233.0,40,91,0.44,19,50,0.38,13,18,0.722,4,23,27,17,5,1,5,19,112
2,201975,Jodie Meeks,2009-10,00,0,TOT,22.0,60,0,719.0,104,268,0.388,42,132,0.318,31,39,0.795,9,90,99,39,18,5,25,52,281
3,201975,Jodie Meeks,2010-11,00,1610612755,PHI,23.0,74,64,2062.0,242,570,0.425,138,348,0.397,152,170,0.894,21,150,171,78,63,4,60,97,774
4,201975,Jodie Meeks,2011-12,00,1610612755,PHI,24.0,66,50,1644.0,191,467,0.409,97,266,0.365,77,85,0.906,17,144,161,54,40,3,29,82,556
5,201975,Jodie Meeks,2012-13,00,1610612747,LAL,25.0,78,10,1663.0,205,530,0.387,122,342,0.357,86,96,0.896,37,134,171,69,58,5,52,103,618
6,201975,Jodie Meeks,2013-14,00,1610612747,LAL,26.0,77,70,2556.0,413,892,0.463,162,404,0.401,221,258,0.857,30,164,194,138,111,4,111,119,1209
7,201975,Jodie Meeks,2014-15,00,1610612765,DET,27.0,60,0,1462.0,222,534,0.416,74,212,0.349,145,160,0.906,12,92,104,79,59,6,57,76,663
8,201975,Jodie Meeks,2015-16,00,1610612765,DET,28.0,3,0,43.0,7,20,0.35,4,9,0.444,4,4,1.0,1,4,5,3,0,0,1,2,22
9,201975,Jodie Meeks,2016-17,00,1610612753,ORL,29.0,36,10,738.0,103,256,0.402,56,137,0.409,65,74,0.878,5,72,77,45,34,4,36,41,327
10,201975,Jodie Meeks,2017-18,00,1610612764,WAS,30.0,77,0,1119.0,157,393,0.399,72,210,0.343,101,117,0.863,15,111,126,70,29,4,37,55,487
11,201975,Jodie Meeks,2018-19,00,1610612761,TOR,31.0,8,0,104.0,21,39,0.538,8,18,0.444,1,1,1.0,1,11,12,8,1,1,2,5,51
0,77570,Cliff Meely,1971-72,00,1610612745,HOU,24.0,77,,1815.0,315,776,0.406,,,,133,197,0.675,,,507,119,,,,254,763
1,77570,Cliff Meely,1972-73,00,1610612745,HOU,25.0,82,,1694.0,268,657,0.408,,,,92,137,0.672,,,496,91,,,,263,628
2,77570,Cliff Meely,1973-74,00,1610612745,HOU,26.0,77,,1754.0,330,773,0.427,,,,90,140,0.643,103.0,336.0,439,124,53.0,77.0,,234,750
3,77570,Cliff Meely,1974-75,00,1610612745,HOU,27.0,48,,753.0,156,349,0.447,,,,68,94,0.723,55.0,109.0,164,45,21.0,21.0,,117,380
4,77570,Cliff Meely,1975-76,00,1610612745,HOU,28.0,14,,174.0,32,81,0.395,,,,9,16,0.563,12.0,40.0,52,10,9.0,4.0,,31,73
5,77570,Cliff Meely,1975-76,00,1610612747,LAL,28.0,20,,139.0,20,51,0.392,,,,24,32,0.75,10.0,35.0,45,9,5.0,4.0,,30,64
6,77570,Cliff Meely,1975-76,00,0,TOT,28.0,34,,313.0,52,132,0.394,,,,33,48,0.688,22.0,75.0,97,19,14.0,8.0,,61,137
0,77571,Scott Meents,1989-90,00,1610612760,SEA,26.0,26,0,148.0,19,44,0.432,0,0,0.0,17,23,0.739,7,23,30,7,4,3,9,12,55
1,77571,Scott Meents,1990-91,00,1610612760,SEA,27.0,13,0,53.0,7,28,0.25,1,1,1.0,2,4,0.5,3,7,10,8,7,4,6,5,17
0,77572,Dick Mehen,1949-50,00,1610610037,WAT,28.0,62,,,347,826,0.42,,,,198,281,0.705,,,,191,,,,203,892
1,77572,Dick Mehen,1950-51,00,1610612765,FTW,29.0,66,,0.0,192,532,0.361,,,,90,123,0.732,,,223.0,188,,,,149,474
2,77572,Dick Mehen,1951-52,00,1610612737,MIH,30.0,65,,2294.0,293,824,0.356,,,,117,167,0.701,,,282.0,171,,,,209,703
0,77573,Don Meineke,1952-53,00,1610612765,FTW,22.0,68,,2250.0,240,630,0.381,,,,245,313,0.783,,,466,148,,,,334,725
1,77573,Don Meineke,1953-54,00,1610612765,FTW,23.0,71,,1466.0,135,393,0.344,,,,136,169,0.805,,,372,81,,,,214,406
2,77573,Don Meineke,1954-55,00,1610612765,FTW,24.0,68,,1026.0,136,366,0.372,,,,119,170,0.7,,,246,64,,,,153,391
3,77573,Don Meineke,1955-56,00,1610612758,ROC,25.0,69,,1248.0,154,414,0.372,,,,181,232,0.78,,,316,102,,,,191,489
4,77573,Don Meineke,1957-58,00,1610612758,CIN,27.0,67,,792.0,125,351,0.356,,,,77,119,0.647,,,226,38,,,,155,327
0,77574,Carl Meinhold,1947-48,00,1610610024,BAL,22.0,48,,,108,356,0.303,,,,37,60,0.617,,,,16,,,,64,253
1,77574,Carl Meinhold,1948-49,00,1610610032,PRO,23.0,35,,0.0,85,270,0.315,,,,52,83,0.627,,,0.0,38,,,,48,222
2,77574,Carl Meinhold,1948-49,00,1610610025,CHS,23.0,15,,0.0,16,36,0.444,,,,9,13,0.692,,,0.0,9,,,,12,41
3,77574,Carl Meinhold,1948-49,00,0,TOT,23.0,50,,,101,306,0.33,,,,61,96,0.635,,,,47,,,,60,263
0,1626257,Salah Mejri,2015-16,00,1610612742,DAL,30.0,34,6,397.0,49,78,0.628,0,1,0.0,27,46,0.587,41,82,123,10,8,36,23,54,125
1,1626257,Salah Mejri,2016-17,00,1610612742,DAL,31.0,73,11,905.0,88,137,0.642,1,3,0.333,36,61,0.59,97,211,308,14,32,61,40,152,213
2,1626257,Salah Mejri,2017-18,00,1610612742,DAL,32.0,61,1,729.0,88,137,0.642,0,3,0.0,38,66,0.576,85,161,246,35,22,67,39,121,214
3,1626257,Salah Mejri,2018-19,00,1610612742,DAL,33.0,36,4,399.0,55,112,0.491,11,34,0.324,20,32,0.625,36,95,131,35,10,26,21,55,141
0,203539,Gal Mekel,2013-14,00,1610612742,DAL,26.0,31,1,292.0,30,86,0.349,5,20,0.25,8,12,0.667,5,22,27,63,4,1,31,31,73
1,203539,Gal Mekel,2014-15,00,1610612740,NOP,27.0,4,0,43.0,3,20,0.15,0,3,0.0,0,0,0.0,0,1,1,13,2,0,2,1,6
0,77576,Bill Melchionni,1966-67,00,1610612755,PHL,22.0,73,,692.0,138,353,0.391,,,,39,60,0.65,,,98,98,,,,73,315
1,77576,Bill Melchionni,1967-68,00,1610612755,PHL,23.0,71,,758.0,146,336,0.435,,,,33,47,0.702,,,104,105,,,,75,325
0,77575,Gary Melchionni,1973-74,00,1610612756,PHX,23.0,69,,1251.0,202,439,0.46,,,,92,107,0.86,46,96,142,142,41,9,,85,496
1,77575,Gary Melchionni,1974-75,00,1610612756,PHX,24.0,68,,1529.0,232,539,0.43,,,,114,141,0.809,45,142,187,156,48,12,,116,578
0,1629740,Nicolo Melli,2019-20,00,1610612740,NOP,29.0,60,8,1042.0,136,323,0.421,69,206,0.335,54,73,0.74,38,142,180,82,34,23,46,124,395
1,1629740,Nicolo Melli,2020-21,00,1610612740,NOP,30.0,22,0,241.0,15,59,0.254,7,37,0.189,6,7,0.857,12,45,57,25,9,1,7,28,43
2,1629740,Nicolo Melli,2020-21,00,1610612742,DAL,30.0,23,4,325.0,31,82,0.378,16,48,0.333,13,18,0.722,17,48,65,19,5,2,5,30,91
3,1629740,Nicolo Melli,2020-21,00,0,TOT,30.0,45,4,566.0,46,141,0.326,23,85,0.271,19,25,0.76,29,93,122,44,14,3,12,58,134
0,203097,Fab Melo,2012-13,00,1610612738,BOS,23.0,6,0,36.0,3,6,0.5,0,0,0.0,1,4,0.25,0,3,3,0,2,2,1,7,7
0,1629001,De'Anthony Melton,2018-19,00,1610612756,PHX,21.0,50,31,984.0,100,256,0.391,29,95,0.305,21,28,0.75,25,109,134,159,68,23,75,113,250
